Site,Date,Species,Time,Code,lookup,Transect,OI_Site,OI_Transects,TPI_Site,TPI_Transects,Isolation,Floral_Diversity,Floral_Richness,Flora,Site_Size,Site_Isolation,Connectivity,Distance_to_Closest_External_Patch,Distance,Day,Month,Year,Wind_ms,Cloud_cover,Temp,Humidity,Radiation,FHD_Simp,Thermal_div_Simp,T_Code,OI_Patch_old,TPI_Site_old,Sp_Code,OI_old,TPI_Patch_old,Abundance,Occurrence,OI_Limestone,Limestone_percent,Limestone_ha,Limestone_km2,Size_fix,Size
4,17-05-2021,tullia,1,41,tullia41,1,1.938931499,2.251553552,0.831571808,0.89105686,48400.588,3.040408362,5,5.80254,0.01435548,386662.92,386.66292,652,0.652,17,5,2021,6.5,0.3,27.2,0.3,2263,0.8204,0.9492,410,0.438018867,0.823651003,32,0.8802113,0.866839774,0,0,1.82,1.79,0.03,3e-4,0.01405548,0.0141
4,17-05-2021,vestris,1,41,vestris41,1,2.179055898,2.682743618,0.82004122,0.885220099,49257.178,3.040408362,5,5.80254,0.01435548,386662.92,386.66292,652,0.652,17,5,2021,6.5,0.3,27.2,0.3,2263,0.8204,0.9492,410,0.558986216,0.81136228,33,1.0130595,0.858685023,0,0,2.04,1.79,0.03,3e-4,0.01405548,0.0141
4,28-07-2021,antiopa,73,42,antiopa42,1,1.654367819,0.645518989,0.852826715,0.916735812,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,1.710799171,0.853821664,1,0.8465362,0.924606228,0,0,0.53,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,aphrodite,73,42,aphrodite42,1,6.369064414,13.18759653,0.880624894,0.953532357,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,20.02013878,0.881759966,2,6.3052918,0.962510957,0,0,4.43,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,archippus,73,42,archippus42,1,0.028940115,0,0.779912507,0.847289394,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.006978784,0.780961444,3,0.025472,0.855586869,0,0,0,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,atalanta,73,42,atalanta42,1,1.000799347,0.054453289,0.812670646,0.885874178,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.522411868,0.813810294,4,0.3673829,0.894889205,0,0,0.21,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,augustinus,73,42,augustinus42,1,28.28078881,79.05033464,0.9287804,1.028883342,27716.0389,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,81.01970011,0.930338823,5,29.1989262,1.041211036,0,0,26.11,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,baptisiae,73,42,baptisiae42,1,3.780296209,5.994812087,0.781857151,0.895639924,29191.8669,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,8.009650662,0.783628544,6,2.9482216,0.909652292,0,0,2.04,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,bellona,73,42,bellona42,1,8.672253113,21.5347907,0.887921485,0.964343556,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,31.59794226,0.889111239,7,9.3018984,0.973754947,0,0,6.68,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,bimacula,73,42,bimacula42,1,6.738383381,14.48853511,0.759858157,0.909430684,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,21.91438028,0.762186732,8,6.7972569,0.927850565,0,0,4.79,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,cocyta,73,42,cocyta42,1,36.6198013,86.02728605,0.968501719,1.07401877,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,87.67446961,0.970144429,9,37.4058478,1.087013213,0,0,34.5,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,comyntas,73,42,comyntas42,1,1.022045667,0.060393648,0.802309482,0.879923814,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.547336098,0.803517798,10,0.3818109,0.889482032,0,0,0.22,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,cybele,73,42,cybele42,1,2.169077613,1.760326324,0.839543746,0.913195223,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,2.86528952,0.840690367,11,1.2671696,0.922265415,0,0,0.84,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,cymela,73,42,cymela42,1,2.630183378,3.055324542,0.790247675,0.890608043,27716.5739,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,4.117482852,0.791810105,12,1.6916751,0.902967439,0,0,1.15,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,dion,73,42,dion42,1,1.400792478,0.282167043,0.689044768,0.819625968,77360.471,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,1.199353964,0.691077683,13,0.655151,0.835707065,0,0,0.4,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,egeremet,73,42,egeremet42,1,11.39429063,32.17100313,0.795195045,0.950287754,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,43.68619397,0.797609559,14,12.635702,0.969387447,0,0,9.37,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,eurytheme,73,42,eurytheme42,1,0.004208859,0,0.780345786,0.840788067,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0,0.781286764,15,0.00458,0.848231544,0,0,0,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,henrici,73,42,henrici42,1,39.03903666,87.45792246,0.977951835,1.104250799,27716.5739,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,89.31049609,0.979918083,16,39.8593096,1.119804538,0,0,36.97,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,lineola,73,42,lineola42,1,20.65647427,64.42022098,0.866857676,1.001894624,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,69.92044186,0.868959958,17,22.1590538,1.018524448,0,0,18.51,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,lucia,73,42,lucia42,1,33.95928047,84.14815255,0.963482418,1.046914398,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,85.74334025,0.964781304,18,3.6958833,1.057189061,0,0,31.81,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,lucilius,73,42,lucilius42,1,4.407079503,7.466040949,0.784332807,0.901462799,27716.5739,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,10.40736162,0.78615631,19,34.75228,0.915887378,0,0,2.58,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,lygdamus,73,42,lygdamus42,1,1.684671605,0.699972278,0.85553338,0.918509153,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,1.768623385,0.856513799,20,0.8705267,0.926264631,0,0,0.55,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,origenes,73,42,origenes42,1,3.333517401,4.935448101,0.786739701,0.894595613,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,6.41449992,0.788418824,21,2.4402965,0.907878087,0,0,1.68,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,pegala,73,42,pegala42,1,0.624628358,0.008910538,0.823919413,0.887135454,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.13957569,0.824903574,22,0.1673274,0.89492052,1,1,0.09,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,philodice,73,42,philodice42,1,0.9249052,0.033662033,0.834538163,0.898062576,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.397790716,0.835527124,23,0.3143849,0.905885619,0,0,0.17,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,plexippus,73,42,plexippus42,1,1.311968716,0.201972199,0.841135066,0.906963052,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,1.049808582,0.84215989,24,0.5927084,0.91506978,1,1,0.35,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,polios,73,42,polios42,1,46.80005495,90.77858303,1.019350523,1.133851841,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,93.06109427,1.021133103,25,47.818279,1.147952697,0,0,44.95,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,progne,73,42,progne42,1,21.11118257,65.55284939,0.91312818,1.002557252,29191.8669,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,70.76487478,0.91452043,26,22.5760002,1.013570457,0,0,18.96,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,rapae,73,42,rapae42,1,0.704478832,0.011880718,0.816796878,0.883645532,27716.0389,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.181448397,0.817837592,27,0.1967389,0.891877955,0,0,0.11,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,sassacus,73,42,sassacus42,1,32.17731688,82.83731337,0.921553043,1.069987122,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,84.39543787,0.923863871,28,33.0063106,1.088266783,0,0,30.01,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,selene,73,42,selene42,1,6.947462664,15.21127876,0.859326513,0.947882966,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,23.03696762,0.860705178,29,7.0702435,0.958788708,0,0,4.99,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,tharos,73,42,tharos42,1,0.819431191,0.019801196,0.807938565,0.879829398,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.273169565,0.809057776,30,0.2499052,0.888682766,0,0,0.14,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,themistocles,73,42,themistocles42,1,0.338560624,0.00198012,0.762480093,0.84361169,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.052839368,0.763743166,31,0.100255,0.853603059,0,0,0.06,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,tullia,73,42,tullia42,1,0.76306615,0.015840957,0.808982986,0.879567051,48400.588,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.222324135,0.810081821,32,0.2217564,0.88825946,0,0,0.12,3.49,0.05,5e-4,0.01438735,0.0143
4,28-07-2021,vestris,73,42,vestris42,1,0.858556745,0.026731615,0.795290226,0.872630502,49257.178,1,1,1.160508,0.01488735,386662.92,386.66292,652,0.652,28,7,2021,1.8,0.15,22.5,0.596,1887,0.837,0.9529,410,0.32202105600000003,0.796494275,33,0.2721953,0.88215497,0,0,0.15,3.49,0.05,5e-4,0.01438735,0.0143
5,19-05-2021,antiopa,3,51,antiopa51,1,8.841707162,11.86917831,0.897237878,0.947616304,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,12.68121544,0.898810607,1,8.1326957,0.950630763,1,1,8.03,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,aphrodite,3,51,aphrodite51,1,19.62062285,39.97270105,0.931289125,0.988760806,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,48.06641323,0.933083329,2,20.3370876,0.992199739,0,0,18.51,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,archippus,3,51,archippus51,1,2.051825424,0.919206838,0.826733478,0.879845502,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,0.659013719,0.828391545,3,1.0284959,0.88302353,0,0,0,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,atalanta,3,51,atalanta51,1,6.172326807,6.9335067949999996,0.863540619,0.921245686,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,6.436580593,0.865342074,4,5.3270558,0.924698544,0,0,5.51,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,augustinus,3,51,augustinus51,1,43.14252382,87.88928996,0.998343081,1.077252484,25105.976,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,87.24627172,1.000806499,5,43.766004,1.081974131,0,0,41.95,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,baptisiae,3,51,baptisiae51,1,14.21210031,24.32272478,0.860926103,0.950619079,29533.202,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,29.9515337,0.863726167,6,14.2563317,0.955985975,0,0,13.21,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,bellona,3,51,bellona51,1,23.71340037,51.82481752,0.941028057,1.001270243,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,59.90946559,0.942908716,7,24.5065397,1.004874913,0,0,22.56,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,bimacula,3,51,bimacula51,1,20.33430171,42.08890287,0.863797819,0.981703232,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,50.28125383,0.867478627,8,21.0988544,0.988758257,0,0,19.21,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,cocyta,3,51,cocyta51,1,56.01386837,92.80416736,1.041826727,1.125003978,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,91.8487041,1.04442338,9,57.9832291,1.129980997,0,0,55.02,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,comyntas,3,51,comyntas51,1,6.282172332,7.115322069,0.85624457,0.917426594,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,6.670114581,0.85815457,10,5.4390739,0.921087501,0,0,5.61,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,cybele,3,51,cybele51,1,10.38253831,15.05121219,0.890725001,0.948783175,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,17.14448716,0.892537479,11,9.8280403,0.952257162,0,0,9.5,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,cymela,3,51,cymela51,1,11.57879111,17.6893998,0.859989244,0.939101571,25109.662,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,20.94341333,0.862458997,12,11.1919461,0.943835361,0,0,10.65,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,dion,3,51,dion51,1,7.954366965,10.15552937,0.77978714,0.882722021,72453.936,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,10.35547285,0.783000593,13,7.1829223,0.888881264,0,0,7.19,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,egeremet,3,51,egeremet51,1,27.54423057,62.4922022,0.902970745,1.025227622,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,69.1772459,0.906787398,14,28.1441034,1.032543022,0,0,26.35,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,eurytheme,3,51,eurytheme51,1,1.055460919,0.227668979,0.822347819,0.869993415,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,0.164220247,0.823835234,15,0.3080602,0.872844351,0,0,0.97,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,henrici,3,51,henrici51,1,60.51493611,93.93398133,1.065718432,1.165277702,25109.662,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,93.02543814,1.068826504,16,63.2623632,1.171234961,0,0,59.61,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,lineola,3,51,lineola51,1,36.17677697,81.5806732,0.960696398,1.067143669,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,82.62997659,0.964019502,17,36.4357929,1.073513081,0,0,34.94,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,lucia,3,51,lucia51,1,51.26282852,91.38910068,1.021460257,1.087228231,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,90.45016609,1.023513422,18,15.7773704,1.091163544,0,0,50.18,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,lucilius,3,51,lucilius51,1,15.52699292,27.95476479,0.86572778,0.95805931,25109.662,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,34.55929791,0.868610214,19,52.609707,0.963584088,0,0,14.49,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,lygdamus,3,51,lygdamus51,1,8.946926846,12.07178771,0.899295966,0.94893867,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,12.95793722,0.900845727,20,8.2451816,0.951909106,0,0,8.13,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,origenes,3,51,origenes51,1,13.23854275,21.7879746,0.86169001,0.946710944,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,26.57542135,0.86434422,21,13.1306515,0.951798283,0,0,12.26,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,pegala,3,51,pegala51,1,4.379548462,3.950883217,0.867848964,0.917681065,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,3.321727725,0.869404638,22,3.4417502,0.920662834,0,0,3.87,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,philodice,3,51,philodice51,1,5.765710213,6.244101667,0.878682006,0.928757192,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,5.616545723,0.880245268,23,4.904046,0.931753507,0,0,5.13,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,plexippus,3,51,plexippus51,1,7.609476757,9.46772379,0.886879688,0.938770741,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,9.539170261,0.888499639,24,6.8233749,0.94187571,0,0,6.86,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,polios,3,51,polios51,1,74.61839673,96.99071729,1.0989188,1.189178191,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,95.87743198,1.101736546,25,79.8444429,1.19457898,0,0,74.03,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,progne,3,51,progne51,1,36.53651145,82.10959036,0.975273466,1.045768844,29533.202,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,82.96748119,0.977474213,26,36.8047167,1.049987027,0,0,35.3,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,rapae,3,51,rapae51,1,4.69026982,4.447276237,0.863250773,0.915946401,25105.976,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,3.80692391,0.864895842,27,3.776474,0.919099513,0,0,4.15,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,sassacus,3,51,sassacus51,1,48.37897548,90.33979728,1.024701585,1.14170958,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,89.44138457,1.028354352,28,49.4379915,1.148710874,0,0,47.25,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,selene,3,51,selene51,1,20.7274358,43.23364596,0.920865407,0.990672913,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,51.51770433,0.923044679,29,21.50755,0.994849937,0,0,19.6,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,tharos,3,51,tharos51,1,5.211212248,5.307832986,0.857896328,0.914566618,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,4.682409772,0.859665479,30,4.3293711,0.917957559,0,0,4.62,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,themistocles,3,51,themistocles51,1,3.51754124,2.631256232,0.818859369,0.882813991,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,2.12419956,0.820855924,31,2.5104489,0.886640799,1,1,3.11,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,tullia,3,51,tullia51,1,4.944535131,4.846096837,0.858032661,0.913672848,47359.214,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,4.22813818,0.859769624,32,4.0455939,0.917002126,0,0,4.38,3.37,0.08,8e-4,0.02235898,0.0224
5,19-05-2021,vestris,3,51,vestris51,1,5.410154583,5.648003498,0.849034869,0.91000086,48051.744,1.542491357,2,1.55743,0.02315898,379670.658,379.670658,3027.791,3.027791,19,5,2021,1,0.05,25.1,0.421,2753,0.7752,0.9561,510,5.001252979,0.850938125,33,4.536983,0.913648839,0,0,4.81,3.37,0.08,8e-4,0.02235898,0.0224
5,23-07-2021,antiopa,68,52,antiopa52,1,5.714345213,15.25482648,0.866217035,0.938378668,48051.744,3.486006173,6,4.67229,0.02329885,379670.658,379.670658,3027.791,3.027791,23,7,2021,4,0.15,23.1,0.595,3039,0.7968,0.9598,510,11.10138623,0.860515756,1,3.4264698,0.937062854,1,1,5,3.41,0.08,8e-4,0.02249885,0.0223
5,23-07-2021,aphrodite,68,52,aphrodite52,1,13.38860471,36.41193531,0.895900564,0.978222515,48051.744,3.486006173,6,4.67229,0.02329885,379670.658,379.670658,3027.791,3.027791,23,7,2021,4,0.15,23.1,0.595,3039,0.7968,0.9598,510,39.56028406,0.889396584,2,12.5434433,0.976721475,2,1,12.34,3.41,0.08,8e-4,0.02249885,0.0223
5,23-07-2021,archippus,68,52,archippus52,1,1.021865259,2.923642854,0.794029403,0.870106619,47359.214,3.486006173,6,4.67229,0.02329885,379670.658,379.670658,3027.791,3.027791,23,7,2021,4,0.15,23.1,0.595,3039,0.7968,0.9598,510,0.967479888,0.788018766,3,0.2936768,0.868719408,0,0,0,3.41,0.08,8e-4,0.02249885,0.0223
5,23-07-2021,atalanta,68,52,atalanta52,1,3.937768148,10.7295358,0.828008349,0.9106646,48051.744,3.486006173,6,4.67229,0.02329885,379670.658,379.670658,3027.791,3.027791,23,7,2021,4,0.15,23.1,0.595,3039,0.7968,0.9598,510,6.053824585,0.821477922,4,1.908432,0.909157426,0,0,3.37,3.41,0.08,8e-4,0.02249885,0.0223
5,23-07-2021,augustinus,68,52,augustinus52,1,33.64905368,78.27061467,0.949754104,1.062783266,25105.976,3.486006173,6,4.67229,0.02329885,379670.658,379.670658,3027.791,3.027791,23,7,2021,4,0.15,23.1,0.595,3039,0.7968,0.9598,510,79.51730825,0.940824002,5,32.3876046,1.060722265,0,0,32.29,3.41,0.08,8e-4,0.02249885,0.0223
5,23-07-2021,baptisiae,68,52,baptisiae52,1,9.39770859,25.19106149,0.805697071,0.934172533,29533.202,3.486006173,6,4.67229,0.02329885,379670.658,379.670658,3027.791,3.027791,23,7,2021,4,0.15,23.1,0.595,3039,0.7968,0.9598,510,24.91653783,0.795546602,6,7.6305076,0.931829879,0,0,8.49,3.41,0.08,8e-4,0.02249885,0.0223
